#GeneID	Ensembl_gene_identifier	RefSeqGene	RNA_nucleotide_accessions
10069	ENSG00000156253	-	NM_001320724,NM_016940
10071	ENSG00000205277	NG_053126	NM_001164462
10072	ENSG00000254986	NG_032068	NM_001256670,NM_005700,NM_130443
10073	ENSG00000169371	-	NM_001042581,NM_001042588,NM_005701
10075	ENSG00000086758	NG_016261	NM_031407,XM_005261965,XM_011530747,XM_011530751,XM_017029191,XM_017029192,XM_017029193,XM_017029194,XM_017029195,XM_017029196,XM_017029197,XM_017029198,XM_017029199,XM_017029200,XM_017029201,XM_017029202,XM_017029203,XM_017029204,XM_017029206,XM_024452322
10076	ENSG00000060656	NG_033965	NM_001195001,NM_005704,NM_133177,NM_133178,XM_006710269,XM_016999992,XM_016999993,XM_016999994,XM_016999995
10077	ENSG00000064201	-	NM_139022,XM_005252719,XM_005252720,XM_011519815,XM_011519818,XM_011519819,XM_011519822,XM_011519829,XM_017017064,XM_017017065,XM_017017066,XM_017017067,XM_017017068,XM_017017069,XM_017017071,XR_001747714,XR_001747715,XR_001747716
10078	ENSG00000184281	-	NM_001297658,NM_001297659,NM_001297660,NM_001297661,NM_005706,XM_006718118,XM_011519830
10079	ENSG00000054793	-	NM_006045,XM_011528481
10081	ENSG00000090470	-	NM_005707
10082	ENSG00000183098	NG_011880	NM_005708,XM_011521044,XM_017020298,XM_017020299,XM_017020300,XM_017020301,XM_017020302
10083	ENSG00000006611	NG_011883	NM_001297764,NM_005709,NM_153676,NR_123738,XM_011519832,XM_011519834,XM_017017072,XM_017017073,XM_017017074,XM_017017075,XR_001747717,XR_930841,XR_930842
10084	ENSG00000102103	NG_015967	NM_001032381,NM_001032382,NM_001032383,NM_001032384,NM_001167989,NM_001167990,NM_001167992,NM_005710,NM_144495,XM_005272571,XM_005272572,XM_011543884,XM_017029207
10085	ENSG00000164176	-	NM_001278642,NM_005711
10086	ENSG00000132297	-	NM_001145095
10087	ENSG00000113163	NG_029492	NM_001130105,NM_001379002,NM_001379003,NM_001379004,NM_001379029,NM_005713,NM_031361,XM_011543090
10089	ENSG00000173338	-	NM_005714,NM_033347,NM_033348,NM_033455
10090	ENSG00000111962	-	NM_005715,XM_011535378,XM_017010152,XR_001743088
10092	ENSG00000162704	-	NM_001270439,NM_005717
10093	ENSG00000241553	-	NM_001024959,NM_001024960,NM_001198780,NM_005718
10094	ENSG00000111229	-	NM_001278556,NM_001287222
10095	ENSG00000130429	NG_055676	NM_005720,XM_006715825,XM_006715826,XM_024446628,XM_024446629
10096	ENSG00000115091	-	NM_001277140,NM_005721,NR_102318
10097	ENSG00000138071	-	NM_001005386,NM_005722
10098	ENSG00000168785	NG_046902	NM_005723,XM_005262680,XR_001741092,XR_244617
10099	ENSG00000140391	-	NM_001168412,NM_005724,NM_198902,XM_017021857
10100	ENSG00000134198	-	NM_001308315,NM_001308316,NM_005725,XM_016999996
10101	ENSG00000095906	-	NM_001284501,NM_001284502,NM_012225,NR_104318,XM_005255027,XM_005255030,XM_011522338,XM_017022831,XM_017022832,XM_024450135
10102	ENSG00000123297	NG_016971	NM_001172695,NM_001172696,NM_001172697,NM_005726
10103	ENSG00000117472	-	NM_005727,XM_011540460
10105	ENSG00000108179	-	NM_005729,XM_005269379
10106	ENSG00000175215	-	NM_005730,XM_005268556
10107	ENSG00000204613	-	NM_006778,NM_052828,XM_011514221,XM_011514222,XM_011514223,XM_011514225
10109	ENSG00000163466	-	NM_005731,NM_152862,XM_017003113,XM_017003114,XM_017003115,XM_024452509
10110	ENSG00000101049	NG_029448	NM_001199264,NM_016276,NM_170693
10111	ENSG00000113522	NG_021151	NM_005732
10112	ENSG00000112984	-	NM_005733
10113	ENSG00000138073	-	NM_001330484,NM_001330485,NM_001330486,NM_001330487,NM_013388,NR_138479,XR_939649
10114	ENSG00000110422	-	NM_001048200,NM_001278162,NM_001278163,NM_005734,XM_005252729,XM_017017076
10116	ENSG00000169018	-	NM_015322
10117	ENSG00000132464	NG_013024	NM_001368133,NM_031889,XM_006714056
10120	ENSG00000115073	-	NM_005735,XM_005263854,XM_017003116
10121	ENSG00000138107	NG_011901	NM_005736
10123	ENSG00000188042	-	NM_001282431,NM_005737
10124	ENSG00000122644	-	NM_001037164,NM_001195396,NM_005738,NM_212460
10125	ENSG00000172575	NG_023268	NM_001128602,NM_001306086,NM_005739,XM_005254114,XM_011521151,XM_017021860
10126	ENSG00000100246	NG_041804	NM_005740
10127	ENSG00000006194	-	NM_005741,XM_006720831,XM_006720832,XM_006720833,XM_006720834,XM_011522344,XM_017022850
10128	ENSG00000138095	NG_008247	NM_133259,XM_006711915,XM_006711916,XM_011532473,XM_017003117,XR_002958896
10129	ENSG00000073910	-	NM_023037,XM_006719749,XM_017020305,XM_017020306,XM_017020307
10130	ENSG00000143870	-	NM_001282704,NM_001282705,NM_001282706,NM_001282707,NM_005742,XM_011510308
10131	ENSG00000126602	NG_033088	NM_001272049,NM_016292,XM_011522345
10133	ENSG00000123240	NG_012876	NM_001008211,NM_001008212,NM_001008213,NM_021980
10134	ENSG00000185825	NG_023231	NM_001139441,NM_001139457,NM_001256447,NM_005745,XR_002958758,XR_002958759,XR_002958760,XR_002958761
10135	ENSG00000105835	-	NM_005746
10136	ENSG00000142789	-	NM_005747
10137	ENSG00000244462	-	NM_001198838,NM_001198840,NM_006047,NM_152838
10138	ENSG00000015153	-	NM_001190977,NM_001190979,NM_001190980,NM_001320080,NM_005748,NR_135139,NR_135140,XM_006719185,XM_011537728,XM_011537729,XM_017018670,XM_024448792,XR_001748537,XR_001748538,XR_002957279,XR_002957280,XR_245886,XR_944467
10139	ENSG00000101246	-	NM_001134758,NM_001267544,NM_001267545,NM_001267546,NM_001267547,NM_001267548,NM_001267549,NM_003224,NR_051954,NR_051955,NR_051956,NR_051957,NR_051958,XM_011528482,XM_011528483,XM_017027576,XR_001754110
10140	ENSG00000141232	-	NM_001243877,NM_001243885,NM_005749
10141	ENSG00000082929	-	NR_126517,NR_126518,NR_126519
10142	ENSG00000127914	NG_011623	NM_001379277,NM_005751,NM_147185,XM_017011642,XM_017011643,XM_017011644,XM_017011645,XM_017011646,XM_017011647,XM_017011648,XM_017011649,XM_017011650,XM_017011651,XM_017011652,XM_017011653,XM_017011654,XM_017011655,XM_017011656,XM_017011657,XM_017011658,XM_017011659,XM_024446631
10143	ENSG00000166509	-	NM_005752
10144	ENSG00000138640	-	NM_001015045,NM_001265578,NM_001265579,NM_001265580,NM_014883,XM_005262681,XM_005262682,XM_005262683,XM_005262684,XM_006714057,XM_011531516,XM_011531517,XM_011531518,XM_011531519,XM_017007624,XM_017007625,XM_017007626,XM_017007627,XM_017007628,XM_017007629,XM_017007630,XM_017007631,XM_017007632,XM_017007633,XM_017007634,XM_024453870
10146	ENSG00000145907	-	NM_005754,NM_198395
10147	ENSG00000064607	-	NM_001017392,NM_001321697,NM_001321698,NM_001321699,NM_001352071,NM_014884,NR_147913,NR_147914,NR_147915,XM_024451307,XM_024451308,XR_001753573,XR_001753574,XR_001753575,XR_001753576,XR_001753577,XR_001753580,XR_002958235,XR_002958236,XR_002958237,XR_002958238,XR_002958239,XR_430120,XR_430122,XR_430124,XR_936137,XR_936138,XR_936139,XR_936140,XR_936141,XR_936142,XR_936143,XR_936144
10148	ENSG00000105246	-	NM_005755,XM_011527619
10149	ENSG00000173698	NG_021304	NM_001079858,NM_001079859,NM_001079860,NM_001184833,NM_001184834,NM_001184835,NM_001184836,NM_001184837,NM_005756,XM_006724455,XM_011545434,XM_011545435
10150	ENSG00000139793	-	NM_001306070,NM_001382649,NM_001382650,NM_001382651,NM_001382652,NM_001382653,NM_001382654,NM_001382656,NM_001382660,NM_001382661,NM_001382663,NM_001382666,NM_001382667,NM_001382668,NM_001382669,NM_001382670,NM_001382671,NM_001382672,NM_001382673,NM_001382674,NM_001382675,NM_001382676,NM_001382677,NM_001382678,NM_001382679,NM_001382680,NM_001382681,NM_001382682,NM_001382683,NM_001382684,NM_001382685,NM_001382686,NM_001382687,NM_001382688,NM_001382689,NM_001382690,NM_001382691,NM_001382692,NM_001382693,NM_001382694,NM_001382695,NM_001382696,NM_001382697,NM_144778,NM_207304,XM_024449300,XM_024449301
10152	ENSG00000138443	-	NM_001282925,NM_001282926,NM_001282927,NM_001282932,NM_001375662,NM_001375663,NM_001375664,NM_001375665,NM_001375666,NM_001375667,NM_001375668,NM_001375669,NM_001375670,NM_001375671,NM_001375672,NM_001375673,NM_001375674,NM_001375675,NM_001375676,NM_001375677,NM_001375678,NM_001375679,NM_001375680,NM_001375681,NM_001375682,NM_001375683,NM_001375684,NM_001375685,NM_001375686,NM_001375687,NM_001375688,NM_001375689,NM_001375690,NM_001375691,NM_001375692,NM_001375693,NM_001375695,NM_001375696,NM_001375698,NM_001375699,NM_001375702,NM_001375704,NM_001375706,NM_001375707,NM_001375708,NM_001375709,NM_001375710,NM_001375711,NM_001375712,NM_001375714,NM_001375717,NM_001375719,NM_001375721,NM_001375722,NM_001375723,NM_001375724,NM_001375725,NM_001375726,NM_001375727,NM_001375728,NM_001375729,NM_001375730,NM_001375731,NM_001375732,NM_001375733,NM_001375734,NM_001375735,NM_001375736,NM_001375737,NM_001375738,NM_001375739,NM_001375740,NM_001375741,NM_001375742,NM_001375743,NM_001375744,NM_001375745,NM_001375746,NM_001375747,NM_001375748,NM_001375749,NM_001375750,NM_001375751,NM_001375752,NM_001375753,NM_001375754,NM_001375755,NM_005759,NR_164704,NR_164705,NR_164706,NR_164707,NR_164708,NR_164709,NR_164710,NR_164711,NR_164712,NR_164713,NR_164714,NR_164715,NR_164716,NR_164717,NR_164718,XM_006712180,XM_006712181,XM_006712182,XM_011510473,XM_017003132,XM_017003133,XM_017003138,XM_017003143,XM_017003144,XM_024452511,XR_001738583,XR_001738584
10153	ENSG00000115816	NG_050962	NM_005760
10154	ENSG00000136040	NG_050648	NM_005761,NR_037687,XM_006719186,XM_011537730,XM_011537731,XM_017018671,XM_017018672
10155	ENSG00000130726	NG_046945	NM_005762,XM_024451309
10156	ENSG00000105808	-	NM_001079877,NM_006989,XM_011515723,XM_017011661,XM_017011662,XR_001744508,XR_001744509,XR_001744510,XR_001744511,XR_001744512,XR_002956404,XR_428164
10157	ENSG00000008311	NG_008140	NM_005763,XM_011515725,XR_001744514,XR_001744515,XR_001744516,XR_001744517,XR_001744519,XR_001744520,XR_001744521,XR_001744522,XR_001744523,XR_001744524,XR_242220,XR_927326
10158	ENSG00000162366	-	NM_005764
10159	ENSG00000182220	NG_008874	NM_005765
10160	ENSG00000152767	-	NM_001001715,NM_001286839,NM_005766,XM_011521046,XM_017020312,XM_017020313
10161	ENSG00000139679	NG_012874	NM_001162497,NM_001162498,NM_001377316,NM_001377317,NM_005767,XM_024449302,XM_024449303,XM_024449304
10162	ENSG00000111684	-	NM_005768,XM_024448793
10163	ENSG00000158195	-	NM_001201404,NM_006990
10164	ENSG00000140835	NG_029801	NM_001166395,NM_005769
10165	ENSG00000004864	NG_012247	NM_001160210,NM_014251,NR_027662,XM_006715831,XM_011515727,XM_017011663,XM_017011664,XM_017011665,XR_001744525,XR_002956405
10166	ENSG00000102743	NG_012248	NM_014252
10168	ENSG00000186448	-	NM_001024855,NM_001323293,NM_001323294,NM_001323295,NM_001323296,NM_006991,NR_136582
10169	ENSG00000140264	-	NM_001018108,NM_001199875,NM_001199876,NM_001199877,NM_001199878,NR_037672
10170	ENSG00000073737	-	NM_001142270,NM_001142271,NM_001289763,NM_001376924,NM_199204,XM_011510475
10171	ENSG00000120158	-	NM_001286699,NM_001286700,NM_001286701,NM_005772,XM_006716715,XM_011517673,XM_017014176
10172	ENSG00000152454	-	NM_001375403,NM_005773
10174	ENSG00000120896	NG_030586	NM_001018003,NM_005775,XM_005273371,XM_006716266,XM_017012944,XM_017012945,XM_017012946
10175	ENSG00000100528	-	NM_005776
10178	ENSG00000009694	NG_013249	NM_001163278,NM_001163279,NM_014253,XM_011531230,XM_011531236,XM_011531237,XM_017029208,XM_017029209,XM_017029210,XM_017029211,XM_017029212,XM_017029213,XM_017029214,XM_017029215,XM_017029216
10179	ENSG00000076053	-	NM_001286045,NM_001286046,NM_001286047,NM_001286048,NM_016090
10180	ENSG00000004534	-	NM_001167582,NM_001349190,NM_001349191,NM_001349192,NM_001349193,NM_001349194,NM_005777,NR_146071,XM_005264784,XM_005264785,XM_006712916,XM_017005496,XM_017005497,XM_017005500,XM_017005501,XM_017005502,XM_024453288,XR_001739975,XR_002959486
10181	ENSG00000003756	NG_030403	NM_005778,NR_036627,XM_006712917,XM_011533261,XM_011533262,XM_017005503,XM_017005504,XM_017005505,XM_024453289,XM_024453290,XR_427245
10184	ENSG00000145685	-	NM_005779,XM_006714515,XM_024454321,XM_024454322,XM_024454323,XM_024454324,XM_024454325,XR_948226
10186	ENSG00000183722	-	NM_005780,XM_011534861
10188	ENSG00000061938	NG_029779	NM_001010938,NM_001308046,NM_001382271,NM_001382272,NM_001382273,NM_001382274,NM_001382275,NM_001386164,NM_001387707,NM_001387708,NM_001387709,NM_001387710,NM_001387711,NM_001387712,NM_001387713,NM_001387714,NM_001387715,NM_001387716,NM_001387717,NM_001387718,NM_001387719,NM_001387720,NM_001387721,NM_005781,NR_170678,NR_170679,NR_170680,NR_170681,NR_170682,NR_170683,NR_170684,NR_170685,NR_170686,NR_170687,NR_170688,NR_170689,NR_170690,NR_170691,NR_170692,XM_005269274,XM_005269275,XM_011512317,XM_011512318,XM_011512321,XM_017005509,XM_024453291,XM_024453292,XM_024453293,XM_024453294,XM_024453295
10189	ENSG00000183684	-	NM_005782,NR_158770
10190	ENSG00000115514	-	NM_005783,XM_017003147
10193	ENSG00000181852	-	NM_001242826,NM_005785,NM_194358,NM_194359,NR_040053,XM_005268561,XM_011537734,XM_011537735,XR_002957281
10194	ENSG00000179981	NG_032047	NM_001308210,NM_005786,XM_005266641
10195	ENSG00000214160	NG_008924	NM_001006941,NM_005787,NR_024533,NR_024534,XM_011512322,XM_011512323,XM_024453296
10196	ENSG00000185238	-	NM_001145166,NM_001145167,NM_005788,XM_011519836,XM_017017081,XM_024448312,XR_001747718,XR_002957114
10197	ENSG00000131467	-	NM_001267045,NM_001330229,NM_005789,NM_176863,NR_049772
10198	ENSG00000051825	-	NM_022782,NR_103517,XM_011537740,XM_011537741,XM_017018673,XM_017018674,XM_017018675,XM_017018676,XM_017018677,XM_017018678,XM_017018679,XM_017018680,XM_017018681,XM_024448794,XR_001748539,XR_001748540,XR_001748541,XR_001748542,XR_001748543,XR_001748544
10199	ENSG00000124383	-	NM_005791
10200	ENSG00000135698	-	NM_005792,XM_011522808
10201	ENSG00000172113	-	NM_001308426,NM_001308427,NM_001308428,NM_001308430,NM_001308431,NM_001308433,NM_001308434,NM_001308435,NM_005793,XM_017005511,XM_017005512,XM_017005513,XM_017005514,XM_017005515,XM_017005516,XM_017005517,XM_017005518,XM_024453297,XM_024453298,XM_024453299,XM_024453300,XM_024453301,XM_024453302,XM_024453303,XM_024453304,XM_024453305,XM_024453306
10202	ENSG00000100867	-	NM_001318835,NM_005794,NM_182908,XM_005267249,XM_006720001,XM_011536338,XM_011536339,XR_001750105,XR_001750106,XR_001750107,XR_943366,XR_943367
10203	ENSG00000064989	-	NM_001271751,NM_001369434,NM_001369435,NM_005795,XM_005246232,XM_005246234
10204	ENSG00000102898	-	NM_001322038,NM_001322039,NM_001322040,NM_001322041,NM_005796
10205	ENSG00000149573	-	NM_005797,NM_144765
10206	ENSG00000204977	-	NM_001007278,NM_005798,NM_052811,NM_213590
10207	ENSG00000132849	-	NM_001350145,NM_176877,XM_005270347,XM_006710278,XM_011540462,XM_011540463,XM_011540464,XM_011540465,XM_011540466,XM_011540467,XM_011540468,XM_011540469,XM_011540470,XM_016999998,XM_016999999,XM_017000000,XM_017000001,XM_024448614,XM_024448642,XR_001736900,XR_002957157
10208	ENSG00000132952	-	NM_001321532,NM_001321533,NM_001321534,NM_005800,XM_006719751,XM_017020314,XM_017020315
10209	ENSG00000173812	-	NM_005801
10210	ENSG00000197579	NG_017050	NM_001195622,NM_005802
10211	ENSG00000137312	-	NM_001318875,NM_005803,XM_005248780,XM_006714947,XM_017010157,XM_017010158
10212	ENSG00000123136	NG_029055	NM_005804,NR_046366,XM_006722606,XM_011527620,XM_011527621,XM_024451310,XM_024451311,XM_024451312
10213	ENSG00000115233	-	NM_005805
10214	ENSG00000165584	NG_012561	NM_021014,XM_011543885
10215	ENSG00000205927	NG_011834	NM_005806,XM_005260908
10216	ENSG00000116690	NG_008248	NM_001127708,NM_001127709,NM_001127710,NM_001303232,NM_005807,XM_024448707,XM_024448717
10217	ENSG00000144677	-	NM_001008392,NM_005808,XM_017005519,XM_017005520
10218	ENSG00000171819	-	NM_021146,XM_017000004,XR_001736901
10219	ENSG00000139187	-	NM_001329099,NM_001329101,NM_001329102,NM_001329103,NM_005810,NR_137426,NR_137427,NR_137428,XM_017018682,XM_017018683,XM_017018684,XM_017018685
10220	ENSG00000135414	-	NM_005811,XM_006719194
10221	ENSG00000173334	-	NM_001282985,NM_025195,XR_428373
10223	ENSG00000143167	-	NM_005814,XM_017000005
10224	ENSG00000180855	-	NM_005815
10225	ENSG00000153283	NG_012156	NM_001318889,NM_005816,NM_198196,NR_134917,XM_005247063,XM_006713469,XM_006713470,XM_017005521,XM_017005522,XR_001739977,XR_241462,XR_924090
10226	ENSG00000105355	NG_028080	NM_001164189,NM_001164194,NM_005817
10227	ENSG00000109736	-	NM_001120,NM_001146069,NM_001363679,XM_005247927,XM_024453871,XR_427465
10228	ENSG00000135823	-	NM_001286210,NM_005819,XM_017000007
10229	ENSG00000167186	NG_046596	NM_001190983,NM_001370489,NM_001370490,NM_001370491,NM_001370492,NM_001370493,NM_001370494,NM_001370495,NM_016138,NR_163448,NR_163449,NR_163450,XR_950722
10230	ENSG00000198496	-	NR_003108,NR_138145
10231	ENSG00000172348	NG_030437	NM_001251973,NM_001251974,NM_005822,XM_011514226,XM_024446301
10232	ENSG00000102854	-	NM_001177355,NM_005823,NM_013404
10233	ENSG00000010626	-	NM_001135217,NM_006992,NM_201650
10234	ENSG00000128606	-	NM_001031692,NM_005824,XM_005250108
10235	ENSG00000068831	NG_007574	NM_001098670,NM_001098671,NM_001318398,NM_153819,XM_011544718,XM_011544720,XM_011544721,XM_011544722,XM_011544723,XM_011544725,XM_017017082,XM_017017083,XM_017017084,XM_017017085,XM_017017086,XR_001747719,XR_001747720
10236	ENSG00000125944	-	NM_001102397,NM_001102398,NM_001102399,NM_001297620,NM_001297621,NM_001297622,NM_005826,XM_005245711,XM_011540471,XM_011540472,XM_011540474,XM_011540475,XM_011540476,XM_011540477,XM_017000008,XM_017000009,XM_017000010
10237	ENSG00000121073	-	NM_001278784,NM_005827,XM_005256929,XM_006721632,XM_011524179,XM_011524180
10238	ENSG00000136485	NG_033092	NM_005828,NR_073585
10239	ENSG00000157823	-	NM_005829,NR_023361,NR_037582
10240	ENSG00000102738	-	NM_005830,XR_001749453,XR_001749454
10241	ENSG00000136436	-	NM_001261390,NM_001261391,NM_001261393,NM_001261395,NM_005831
10242	ENSG00000197584	-	NM_001278911,NM_005832,NM_181361,XM_011512325
10243	ENSG00000171723	NG_008875	NM_001024218,NM_001377514,NM_001377515,NM_001377516,NM_001377517,NM_001377518,NM_001377519,NM_020806,XM_011536340,XM_011536342,XM_011536343,XM_011536344,XM_011536345,XM_017020913,XM_017020914,XM_017020917,XM_017020918,XM_017020920,XM_017020921,XM_017020922,XM_017020923,XM_017020924,XM_017020926
10244	ENSG00000136933	-	NM_001174152,NM_001174153,NM_005833,XM_005251640,XM_005251641,XM_005251642,XM_005251644,XM_011518120,XM_017014177,XM_017014178,XM_017014179,XM_017014180,XM_017014181,XM_017014182,XM_017014183,XM_024447373,XM_024447374,XM_024447375,XR_002956742
10245	ENSG00000126768	NG_015968	NM_001032381,NM_001032382,NM_001032383,NM_001032384,NM_001167947,NM_001167989,NM_001167990,NM_001167992,NM_005834,NM_144495
10246	ENSG00000112337	NG_034000	NM_001286123,NM_001286125,NM_005835,XM_006714949,XM_006714950,XM_006714951,XM_017010159,XM_017010160
10247	ENSG00000132541	-	NM_005836
10248	ENSG00000172336	-	NM_005837
10249	ENSG00000149124	-	NM_005838,NM_201648,XM_017017087
10250	ENSG00000133226	-	NM_001303448,NM_001303449,NM_001366565,NM_001366566,NM_001366567,NM_001366568,NM_001366569,NM_001366570,NM_001366571,NM_001366572,NM_001366573,NM_001366575,NM_001366576,NM_001366577,NM_001366578,NM_001366581,NM_001366582,NM_001366584,NM_001366585,NM_001366586,NM_001366587,NM_001366588,NM_001366589,NM_001366590,NM_001366591,NM_001366592,NM_001366593,NM_001366594,NM_001366595,NM_001366596,NM_001366597,NM_001366598,NM_001366599,NM_001366600,NM_005839,NR_159378,NR_159379,NR_159380,NR_159382,NR_159383,NR_159384,NR_159385,NR_159386,NR_159387,NR_159388,NR_159389,NR_159390,NR_159391,XM_011540480,XM_017000011,XM_017000012,XM_017000013,XM_017000014,XM_017000015,XM_017000017,XM_017000032,XM_017000034,XM_024449353,XR_001736902
10251	ENSG00000168939	-	NM_001304990,NM_005840
10252	ENSG00000164056	-	NM_001258038,NM_001258039,NM_001375410,NM_005841,NM_199327
10253	ENSG00000136158	NG_050650	NM_001318536,NM_001318537,NM_001318538,NM_005842
10254	ENSG00000115145	-	NM_005843,XR_001738586
10255	ENSG00000204625	-	NR_028032
10256	ENSG00000142675	NG_047117	NM_001297647,NM_001297648,NM_006314
10257	ENSG00000125257	NG_050651	NM_001105515,NM_001301829,NM_001301830,NM_005845,XM_005254025,XM_017020319,XM_017020320,XM_017020321,XM_017020322
10260	ENSG00000174485	-	NM_001144823,NM_001320835,NM_001376919,NM_001376920,NM_005848,XM_005254120,XM_005254122,XM_006720371,XM_011521156,XM_011521157,XM_017021862,XM_017021864,XM_017021865,XM_024449819,XR_001751047,XR_002957625
10261	ENSG00000140749	-	NM_005849
10262	ENSG00000143368	NG_032777	NM_005850
10263	ENSG00000167797	-	NM_001271849,NM_005851,NR_073484
10265	ENSG00000176842	NG_032773	NM_001252197,NM_005853,XM_011522809
